sale_id,product_id,sale_date,sale_price,units_sold,revenue,returns,campaign_flag
P2001-2025-05-08,P2001,2025-05-08,37.08,14,519.08,1,0
P2001-2025-05-09,P2001,2025-05-09,37.08,13,482.0,1,0
P2001-2025-05-10,P2001,2025-05-10,37.08,15,556.15,1,0
P2001-2025-05-11,P2001,2025-05-11,37.08,15,556.15,1,0
P2001-2025-05-12,P2001,2025-05-12,37.08,12,444.92,1,0
P2001-2025-05-13,P2001,2025-05-13,37.08,12,444.92,0,0
P2001-2025-05-14,P2001,2025-05-14,37.08,14,519.08,1,0
P2001-2025-05-15,P2001,2025-05-15,37.08,13,482.0,1,0
P2001-2025-05-16,P2001,2025-05-16,37.08,12,444.92,1,0
P2001-2025-05-17,P2001,2025-05-17,37.08,12,444.92,1,0
P2001-2025-05-18,P2001,2025-05-18,37.08,13,482.0,1,0
P2001-2025-05-19,P2001,2025-05-19,37.08,12,444.92,1,0
P2001-2025-05-20,P2001,2025-05-20,37.08,13,482.0,1,0
P2001-2025-05-21,P2001,2025-05-21,37.08,13,482.0,1,0
P2001-2025-05-22,P2001,2025-05-22,37.08,13,482.0,1,0
P2001-2025-05-23,P2001,2025-05-23,37.08,14,519.08,1,0
P2001-2025-05-24,P2001,2025-05-24,37.08,11,407.85,0,0
P2001-2025-05-25,P2001,2025-05-25,37.08,13,482.0,1,0
P2001-2025-05-26,P2001,2025-05-26,37.08,13,482.0,1,0
P2001-2025-05-27,P2001,2025-05-27,37.08,14,519.08,1,0
P2001-2025-05-28,P2001,2025-05-28,37.08,11,407.85,1,0
P2001-2025-05-29,P2001,2025-05-29,37.08,14,519.08,1,0
P2001-2025-05-30,P2001,2025-05-30,37.08,13,482.0,1,0
P2001-2025-05-31,P2001,2025-05-31,37.08,13,482.0,1,0
P2001-2025-06-01,P2001,2025-06-01,39.43,11,433.73,1,0
P2001-2025-06-02,P2001,2025-06-02,39.43,10,394.3,0,0
P2001-2025-06-03,P2001,2025-06-03,39.43,11,433.73,1,0
P2001-2025-06-04,P2001,2025-06-04,39.43,12,473.16,1,0
P2001-2025-06-05,P2001,2025-06-05,39.43,11,433.73,0,0
P2001-2025-06-06,P2001,2025-06-06,39.43,10,394.3,1,0
P2001-2025-06-07,P2001,2025-06-07,39.43,12,473.16,1,0
P2001-2025-06-08,P2001,2025-06-08,39.43,11,433.73,1,0
P2001-2025-06-09,P2001,2025-06-09,39.43,10,394.3,0,0
P2001-2025-06-10,P2001,2025-06-10,39.43,9,354.87,0,0
P2001-2025-06-11,P2001,2025-06-11,39.43,10,394.3,0,0
P2001-2025-06-12,P2001,2025-06-12,39.43,10,394.3,1,0
P2001-2025-06-13,P2001,2025-06-13,39.43,12,473.16,0,0
P2001-2025-06-14,P2001,2025-06-14,39.43,10,394.3,0,0
P2001-2025-06-15,P2001,2025-06-15,39.43,11,433.73,1,0
P2001-2025-06-16,P2001,2025-06-16,39.43,10,394.3,0,0
P2001-2025-06-17,P2001,2025-06-17,39.43,10,394.3,1,0
P2001-2025-06-18,P2001,2025-06-18,39.43,10,394.3,0,0
P2001-2025-06-19,P2001,2025-06-19,39.43,12,473.16,1,0
P2001-2025-06-20,P2001,2025-06-20,39.43,11,433.73,0,0
P2001-2025-06-21,P2001,2025-06-21,39.43,11,433.73,0,0
P2001-2025-06-22,P2001,2025-06-22,39.43,11,433.73,1,0
P2001-2025-06-23,P2001,2025-06-23,39.43,12,473.16,0,0
P2001-2025-06-24,P2001,2025-06-24,39.43,10,394.3,0,0
P2001-2025-06-25,P2001,2025-06-25,39.43,12,473.16,0,0
P2001-2025-06-26,P2001,2025-06-26,39.43,10,394.3,0,0
P2001-2025-06-27,P2001,2025-06-27,39.43,12,473.16,1,0
P2001-2025-06-28,P2001,2025-06-28,39.43,13,512.59,1,0
P2001-2025-06-29,P2001,2025-06-29,39.43,10,394.3,0,0
P2001-2025-06-30,P2001,2025-06-30,39.43,11,433.73,0,0
P2001-2025-07-01,P2001,2025-07-01,39.41,10,394.06,0,0
P2001-2025-07-02,P2001,2025-07-02,39.41,10,394.06,0,0
P2001-2025-07-03,P2001,2025-07-03,39.41,9,354.65,0,0
P2001-2025-07-04,P2001,2025-07-04,39.41,11,433.47,0,0
P2001-2025-07-05,P2001,2025-07-05,39.41,11,433.47,0,0
P2001-2025-07-06,P2001,2025-07-06,39.41,9,354.65,0,0
P2001-2025-07-07,P2001,2025-07-07,39.41,11,433.47,0,0
P2001-2025-07-08,P2001,2025-07-08,39.41,9,354.65,0,0
P2001-2025-07-09,P2001,2025-07-09,39.41,10,394.06,0,0
P2001-2025-07-10,P2001,2025-07-10,39.41,9,354.65,0,0
P2001-2025-07-11,P2001,2025-07-11,39.41,11,433.47,1,0
P2001-2025-07-12,P2001,2025-07-12,39.41,9,354.65,0,0
P2001-2025-07-13,P2001,2025-07-13,39.41,10,394.06,0,0
P2001-2025-07-14,P2001,2025-07-14,39.41,10,394.06,0,0
P2001-2025-07-15,P2001,2025-07-15,39.41,10,394.06,0,0
P2001-2025-07-16,P2001,2025-07-16,39.41,8,315.25,0,0
P2001-2025-07-17,P2001,2025-07-17,39.41,10,394.06,0,0
P2001-2025-07-18,P2001,2025-07-18,39.41,11,433.47,1,0
P2001-2025-07-19,P2001,2025-07-19,39.41,11,433.47,0,0
P2001-2025-07-20,P2001,2025-07-20,39.41,11,433.47,0,0
P2001-2025-07-21,P2001,2025-07-21,39.41,9,354.65,0,0
P2001-2025-07-22,P2001,2025-07-22,39.41,11,433.47,1,0
P2001-2025-07-23,P2001,2025-07-23,39.41,10,394.06,0,0
P2001-2025-07-24,P2001,2025-07-24,39.41,9,354.65,0,0
P2001-2025-07-25,P2001,2025-07-25,39.41,11,433.47,1,0
P2001-2025-07-26,P2001,2025-07-26,39.41,9,354.65,0,0
P2001-2025-07-27,P2001,2025-07-27,39.41,11,433.47,0,0
P2001-2025-07-28,P2001,2025-07-28,39.41,10,394.06,0,0
P2001-2025-07-29,P2001,2025-07-29,39.41,11,433.47,1,0
P2001-2025-07-30,P2001,2025-07-30,39.41,10,394.06,0,0
P2001-2025-07-31,P2001,2025-07-31,39.41,10,394.06,0,0
P2001-2025-08-01,P2001,2025-08-01,38.42,12,461.09,0,0
P2001-2025-08-02,P2001,2025-08-02,38.42,11,422.66,1,0
P2001-2025-08-03,P2001,2025-08-03,38.42,11,422.66,0,0
P2001-2025-08-04,P2001,2025-08-04,38.42,11,422.66,0,0
P2001-2025-08-05,P2001,2025-08-05,38.42,9,345.82,0,0
P2001-2025-08-06,P2001,2025-08-06,38.42,12,461.09,1,0
P2001-2025-08-07,P2001,2025-08-07,38.42,12,461.09,1,0
P2001-2025-08-08,P2001,2025-08-08,38.42,14,537.94,1,0
P2001-2025-08-09,P2001,2025-08-09,38.42,11,422.66,0,0
P2001-2025-08-10,P2001,2025-08-10,38.42,11,422.66,0,0
P2001-2025-08-11,P2001,2025-08-11,38.42,12,461.09,1,0
P2001-2025-08-12,P2001,2025-08-12,38.42,11,422.66,1,0
P2001-2025-08-13,P2001,2025-08-13,38.42,10,384.24,0,0
P2001-2025-08-14,P2001,2025-08-14,38.42,12,461.09,1,0
P2001-2025-08-15,P2001,2025-08-15,38.42,11,422.66,0,0
P2001-2025-08-16,P2001,2025-08-16,38.42,11,422.66,0,0
P2001-2025-08-17,P2001,2025-08-17,38.42,11,422.66,0,0
P2001-2025-08-18,P2001,2025-08-18,35.77,15,536.52,1,1
P2001-2025-08-19,P2001,2025-08-19,35.17,14,492.36,1,1
P2001-2025-08-20,P2001,2025-08-20,34.27,13,445.46,1,1
P2001-2025-08-21,P2001,2025-08-21,35.94,14,503.14,1,1
P2001-2025-08-22,P2001,2025-08-22,36.03,14,504.47,1,1
P2001-2025-08-23,P2001,2025-08-23,34.74,13,451.65,1,1
P2001-2025-08-24,P2001,2025-08-24,34.51,14,483.12,1,1
P2001-2025-08-25,P2001,2025-08-25,35.06,16,560.89,1,1
P2001-2025-08-26,P2001,2025-08-26,34.58,15,518.63,1,1
P2001-2025-08-27,P2001,2025-08-27,34.11,14,477.54,1,1
P2001-2025-08-28,P2001,2025-08-28,34.44,17,585.47,1,1
P2001-2025-08-29,P2001,2025-08-29,35.07,14,491.04,1,1
P2001-2025-08-30,P2001,2025-08-30,35.52,13,461.78,1,1
P2001-2025-08-31,P2001,2025-08-31,33.85,13,440.07,1,1
P2001-2025-09-01,P2001,2025-09-01,37.76,13,490.91,1,0
P2001-2025-09-02,P2001,2025-09-02,37.76,13,490.91,1,0
P2001-2025-09-03,P2001,2025-09-03,37.76,13,490.91,0,0
P2001-2025-09-04,P2001,2025-09-04,37.76,12,453.15,1,0
P2001-2025-09-05,P2001,2025-09-05,37.76,14,528.67,1,0
P2001-2025-09-06,P2001,2025-09-06,37.76,11,415.38,0,0
P2001-2025-09-07,P2001,2025-09-07,37.76,12,453.15,1,0
P2001-2025-09-08,P2001,2025-09-08,37.76,14,528.67,1,0
P2001-2025-09-09,P2001,2025-09-09,37.76,13,490.91,1,0
P2001-2025-09-10,P2001,2025-09-10,37.76,13,490.91,1,0
P2001-2025-09-11,P2001,2025-09-11,37.76,13,490.91,1,0
P2001-2025-09-12,P2001,2025-09-12,37.76,14,528.67,1,0
P2001-2025-09-13,P2001,2025-09-13,37.76,13,490.91,1,0
P2001-2025-09-14,P2001,2025-09-14,37.76,11,415.38,1,0
P2001-2025-09-15,P2001,2025-09-15,37.76,14,528.67,1,0
P2001-2025-09-16,P2001,2025-09-16,37.76,12,453.15,1,0
P2001-2025-09-17,P2001,2025-09-17,37.76,13,490.91,1,0
P2001-2025-09-18,P2001,2025-09-18,37.76,11,415.38,1,0
P2001-2025-09-19,P2001,2025-09-19,37.76,13,490.91,1,0
P2001-2025-09-20,P2001,2025-09-20,37.76,13,490.91,1,0
P2001-2025-09-21,P2001,2025-09-21,37.76,14,528.67,1,0
P2001-2025-09-22,P2001,2025-09-22,37.76,13,490.91,1,0
P2001-2025-09-23,P2001,2025-09-23,37.76,12,453.15,1,0
P2001-2025-09-24,P2001,2025-09-24,37.76,13,490.91,1,0
P2001-2025-09-25,P2001,2025-09-25,37.76,11,415.38,1,0
P2001-2025-09-26,P2001,2025-09-26,37.76,15,566.43,1,0
P2001-2025-09-27,P2001,2025-09-27,37.76,14,528.67,1,0
P2001-2025-09-28,P2001,2025-09-28,37.76,12,453.15,1,0
P2001-2025-09-29,P2001,2025-09-29,37.76,13,490.91,1,0
P2001-2025-09-30,P2001,2025-09-30,37.76,13,490.91,1,0
P2001-2025-10-01,P2001,2025-10-01,37.33,15,559.94,1,0
P2001-2025-10-02,P2001,2025-10-02,37.33,14,522.61,1,0
P2001-2025-10-03,P2001,2025-10-03,37.33,16,597.27,1,0
P2001-2025-10-04,P2001,2025-10-04,37.33,15,559.94,1,0
P2001-2025-10-05,P2001,2025-10-05,37.33,13,485.28,1,0
P2001-2025-10-06,P2001,2025-10-06,37.33,15,559.94,1,0
P2001-2025-10-07,P2001,2025-10-07,37.33,14,522.61,1,0
P2001-2025-10-08,P2001,2025-10-08,37.33,14,522.61,1,0
P2001-2025-10-09,P2001,2025-10-09,37.33,15,559.94,1,0
P2001-2025-10-10,P2001,2025-10-10,37.33,15,559.94,1,0
P2001-2025-10-11,P2001,2025-10-11,37.33,14,522.61,1,0
P2001-2025-10-12,P2001,2025-10-12,37.33,14,522.61,1,0
P2001-2025-10-13,P2001,2025-10-13,37.33,12,447.95,1,0
P2001-2025-10-14,P2001,2025-10-14,37.33,14,522.61,1,0
P2001-2025-10-15,P2001,2025-10-15,37.33,14,522.61,1,0
P2001-2025-10-16,P2001,2025-10-16,37.33,16,597.27,1,0
P2001-2025-10-17,P2001,2025-10-17,37.33,15,559.94,1,0
P2001-2025-10-18,P2001,2025-10-18,37.33,15,559.94,1,0
P2001-2025-10-19,P2001,2025-10-19,37.33,13,485.28,1,0
P2001-2025-10-20,P2001,2025-10-20,37.33,13,485.28,1,0
P2001-2025-10-21,P2001,2025-10-21,37.33,16,597.27,1,0
P2001-2025-10-22,P2001,2025-10-22,37.33,15,559.94,1,0
P2001-2025-10-23,P2001,2025-10-23,37.33,15,559.94,1,0
P2001-2025-10-24,P2001,2025-10-24,37.33,17,634.6,1,0
P2001-2025-10-25,P2001,2025-10-25,37.33,13,485.28,1,0
P2001-2025-10-26,P2001,2025-10-26,37.33,14,522.61,1,0
P2001-2025-10-27,P2001,2025-10-27,37.33,14,522.61,1,0
P2001-2025-10-28,P2001,2025-10-28,37.33,15,559.94,1,0
P2001-2025-10-29,P2001,2025-10-29,37.33,15,559.94,1,0
P2001-2025-10-30,P2001,2025-10-30,37.33,15,559.94,1,0
P2001-2025-10-31,P2001,2025-10-31,37.33,15,559.94,1,0
P2001-2025-11-01,P2001,2025-11-01,36.81,19,699.45,1,0
P2001-2025-11-02,P2001,2025-11-02,36.81,15,552.2,1,0
P2001-2025-11-03,P2001,2025-11-03,36.81,20,736.27,1,0
P2001-2025-11-04,P2001,2025-11-04,36.81,18,662.64,1,0
P2001-2025-11-05,P2001,2025-11-05,36.81,18,662.64,1,0
P2001-2025-11-06,P2001,2025-11-06,36.81,16,589.01,1,0
P2001-2025-11-07,P2001,2025-11-07,36.81,18,662.64,1,0
P2001-2025-11-08,P2001,2025-11-08,36.81,18,662.64,1,0
P2001-2025-11-09,P2001,2025-11-09,36.81,16,589.01,1,0
P2001-2025-11-10,P2001,2025-11-10,36.81,18,662.64,1,0
P2001-2025-11-11,P2001,2025-11-11,36.81,17,625.83,1,0
P2001-2025-11-12,P2001,2025-11-12,36.81,19,699.45,1,0
P2001-2025-11-13,P2001,2025-11-13,36.81,16,589.01,1,0
P2001-2025-11-14,P2001,2025-11-14,36.81,18,662.64,1,0
P2001-2025-11-15,P2001,2025-11-15,36.81,18,662.64,1,0
P2001-2025-11-16,P2001,2025-11-16,36.81,17,625.83,1,0
P2001-2025-11-17,P2001,2025-11-17,36.81,20,736.27,1,0
P2001-2025-11-18,P2001,2025-11-18,36.81,18,662.64,1,0
P2001-2025-11-19,P2001,2025-11-19,36.81,17,625.83,1,0
P2001-2025-11-20,P2001,2025-11-20,36.81,14,515.39,1,0
P2001-2025-11-21,P2001,2025-11-21,36.81,18,662.64,1,0
P2001-2025-11-22,P2001,2025-11-22,36.81,16,589.01,1,0
P2001-2025-11-23,P2001,2025-11-23,36.81,17,625.83,1,0
P2001-2025-11-24,P2001,2025-11-24,33.54,22,737.98,1,1
P2001-2025-11-25,P2001,2025-11-25,34.03,19,646.6,1,1
P2001-2025-11-26,P2001,2025-11-26,32.52,22,715.5,1,1
P2001-2025-11-27,P2001,2025-11-27,34.33,17,583.66,1,1
P2001-2025-11-28,P2001,2025-11-28,32.58,29,944.75,1,1
P2001-2025-11-29,P2001,2025-11-29,33.68,20,673.68,1,1
P2001-2025-11-30,P2001,2025-11-30,34.12,19,648.33,1,1
P2001-2025-12-01,P2001,2025-12-01,34.43,28,964.11,1,1
P2001-2025-12-02,P2001,2025-12-02,36.05,23,829.24,1,1
P2001-2025-12-03,P2001,2025-12-03,38.66,20,773.15,1,0
P2001-2025-12-04,P2001,2025-12-04,38.66,19,734.49,1,0
P2001-2025-12-05,P2001,2025-12-05,38.66,20,773.15,1,0
P2001-2025-12-06,P2001,2025-12-06,38.66,19,734.49,1,0
P2001-2025-12-07,P2001,2025-12-07,38.66,20,773.15,1,0
P2001-2025-12-08,P2001,2025-12-08,38.66,21,811.81,1,0
P2001-2025-12-09,P2001,2025-12-09,38.66,17,657.18,1,0
P2001-2025-12-10,P2001,2025-12-10,38.66,18,695.83,1,0
P2001-2025-12-11,P2001,2025-12-11,38.66,19,734.49,1,0
P2001-2025-12-12,P2001,2025-12-12,38.66,20,773.15,1,0
P2001-2025-12-13,P2001,2025-12-13,38.66,24,927.78,1,0
P2001-2025-12-14,P2001,2025-12-14,38.66,19,734.49,1,0
P2001-2025-12-15,P2001,2025-12-15,38.66,18,695.83,1,0
P2001-2025-12-16,P2001,2025-12-16,38.66,20,773.15,1,0
P2001-2025-12-17,P2001,2025-12-17,38.66,19,734.49,1,0
P2001-2025-12-18,P2001,2025-12-18,38.66,18,695.83,1,0
P2001-2025-12-19,P2001,2025-12-19,38.66,22,850.46,1,0
P2001-2025-12-20,P2001,2025-12-20,38.66,23,889.12,1,0
P2001-2025-12-21,P2001,2025-12-21,38.66,21,811.81,1,0
P2001-2025-12-22,P2001,2025-12-22,38.66,19,734.49,1,0
P2001-2025-12-23,P2001,2025-12-23,38.66,19,734.49,1,0
P2001-2025-12-24,P2001,2025-12-24,38.66,17,657.18,1,0
P2001-2025-12-25,P2001,2025-12-25,38.66,16,618.52,1,0
P2001-2025-12-26,P2001,2025-12-26,38.66,19,734.49,1,0
P2001-2025-12-27,P2001,2025-12-27,38.66,21,811.81,1,0
P2001-2025-12-28,P2001,2025-12-28,38.66,19,734.49,1,0
P2001-2025-12-29,P2001,2025-12-29,38.66,20,773.15,1,0
P2001-2025-12-30,P2001,2025-12-30,38.66,18,695.83,1,0
P2001-2025-12-31,P2001,2025-12-31,38.66,18,695.83,1,0
P2001-2026-01-01,P2001,2026-01-01,40.24,9,362.12,0,0
P2001-2026-01-02,P2001,2026-01-02,40.24,9,362.12,0,0
P2001-2026-01-03,P2001,2026-01-03,40.24,8,321.88,0,0
P2001-2026-01-04,P2001,2026-01-04,40.24,9,362.12,0,0
P2001-2026-01-05,P2001,2026-01-05,40.24,8,321.88,0,0
P2001-2026-01-06,P2001,2026-01-06,40.24,9,362.12,0,0
P2001-2026-01-07,P2001,2026-01-07,40.24,10,402.35,0,0
P2001-2026-01-08,P2001,2026-01-08,40.24,9,362.12,0,0
P2001-2026-01-09,P2001,2026-01-09,40.24,10,402.35,0,0
P2001-2026-01-10,P2001,2026-01-10,40.24,9,362.12,0,0
P2001-2026-01-11,P2001,2026-01-11,40.24,9,362.12,0,0
P2001-2026-01-12,P2001,2026-01-12,40.24,10,402.35,0,0
P2001-2026-01-13,P2001,2026-01-13,40.24,9,362.12,0,0
P2001-2026-01-14,P2001,2026-01-14,40.24,10,402.35,0,0
P2001-2026-01-15,P2001,2026-01-15,40.24,9,362.12,0,0
P2001-2026-01-16,P2001,2026-01-16,40.24,9,362.12,0,0
P2001-2026-01-17,P2001,2026-01-17,40.24,9,362.12,0,0
P2001-2026-01-18,P2001,2026-01-18,40.24,9,362.12,0,0
P2001-2026-01-19,P2001,2026-01-19,40.24,9,362.12,0,0
P2001-2026-01-20,P2001,2026-01-20,40.24,8,321.88,0,0
P2001-2026-01-21,P2001,2026-01-21,40.24,10,402.35,1,0
P2001-2026-01-22,P2001,2026-01-22,40.24,9,362.12,0,0
P2001-2026-01-23,P2001,2026-01-23,40.24,9,362.12,0,0
P2001-2026-01-24,P2001,2026-01-24,40.24,10,402.35,0,0
P2001-2026-01-25,P2001,2026-01-25,40.24,9,362.12,0,0
P2001-2026-01-26,P2001,2026-01-26,40.24,10,402.35,0,0
P2001-2026-01-27,P2001,2026-01-27,40.24,9,362.12,0,0
P2001-2026-01-28,P2001,2026-01-28,40.24,10,402.35,0,0
P2001-2026-01-29,P2001,2026-01-29,40.24,7,281.65,0,0
P2001-2026-01-30,P2001,2026-01-30,40.24,9,362.12,0,0
P2001-2026-01-31,P2001,2026-01-31,40.24,8,321.88,0,0
P2001-2026-02-01,P2001,2026-02-01,38.07,13,494.95,1,0
P2001-2026-02-02,P2001,2026-02-02,38.07,14,533.03,1,0
P2001-2026-02-03,P2001,2026-02-03,38.07,13,494.95,1,0
P2001-2026-02-04,P2001,2026-02-04,38.07,12,456.88,1,0
P2001-2026-02-05,P2001,2026-02-05,38.07,15,571.1,1,0
P2001-2026-02-06,P2001,2026-02-06,38.07,13,494.95,1,0
P2001-2026-02-07,P2001,2026-02-07,38.07,14,533.03,1,0
P2001-2026-02-08,P2001,2026-02-08,38.07,13,494.95,1,0
P2001-2026-02-09,P2001,2026-02-09,38.07,11,418.81,1,0
P2001-2026-02-10,P2001,2026-02-10,38.07,14,533.03,1,0
P2001-2026-02-11,P2001,2026-02-11,38.07,14,533.03,1,0
P2001-2026-02-12,P2001,2026-02-12,38.07,12,456.88,1,0
P2001-2026-02-13,P2001,2026-02-13,38.07,15,571.1,1,0
P2001-2026-02-14,P2001,2026-02-14,38.07,15,571.1,1,0
P2001-2026-02-15,P2001,2026-02-15,38.07,11,418.81,0,0
P2001-2026-02-16,P2001,2026-02-16,38.07,13,494.95,1,0
P2001-2026-02-17,P2001,2026-02-17,38.07,15,571.1,1,0
P2001-2026-02-18,P2001,2026-02-18,38.07,13,494.95,1,0
P2001-2026-02-19,P2001,2026-02-19,38.07,13,494.95,1,0
P2001-2026-02-20,P2001,2026-02-20,38.07,15,571.1,1,0
P2001-2026-02-21,P2001,2026-02-21,38.07,12,456.88,1,0
P2001-2026-02-22,P2001,2026-02-22,38.07,12,456.88,1,0
P2001-2026-02-23,P2001,2026-02-23,38.07,14,533.03,1,0
P2001-2026-02-24,P2001,2026-02-24,38.07,13,494.95,1,0
P2001-2026-02-25,P2001,2026-02-25,38.07,14,533.03,1,0
P2001-2026-02-26,P2001,2026-02-26,38.07,13,494.95,1,0
P2001-2026-02-27,P2001,2026-02-27,38.07,15,571.1,1,0
P2001-2026-02-28,P2001,2026-02-28,38.07,14,533.03,1,0
P2001-2026-03-01,P2001,2026-03-01,37.0,15,554.94,1,1
P2001-2026-03-02,P2001,2026-03-02,36.14,13,469.78,1,1
P2001-2026-03-03,P2001,2026-03-03,37.89,13,492.53,1,1
P2001-2026-03-04,P2001,2026-03-04,37.69,12,452.24,1,1
P2001-2026-03-05,P2001,2026-03-05,36.75,14,514.46,1,1
P2001-2026-03-06,P2001,2026-03-06,36.98,17,628.65,1,1
P2001-2026-03-07,P2001,2026-03-07,36.53,16,584.53,1,1
P2001-2026-03-08,P2001,2026-03-08,36.08,15,541.22,1,1
P2001-2026-03-09,P2001,2026-03-09,37.09,15,556.4,1,1
P2001-2026-03-10,P2001,2026-03-10,36.92,15,553.86,1,1
P2001-2026-03-11,P2001,2026-03-11,37.84,15,567.67,1,1
P2001-2026-03-12,P2001,2026-03-12,36.72,14,514.11,1,1
P2001-2026-03-13,P2001,2026-03-13,37.37,15,560.52,1,1
P2001-2026-03-14,P2001,2026-03-14,36.99,16,591.83,1,1
P2001-2026-03-15,P2001,2026-03-15,40.37,11,444.09,0,0
P2001-2026-03-16,P2001,2026-03-16,40.37,11,444.09,0,0
P2001-2026-03-17,P2001,2026-03-17,40.37,10,403.72,0,0
P2001-2026-03-18,P2001,2026-03-18,40.37,11,444.09,1,0
P2001-2026-03-19,P2001,2026-03-19,40.37,10,403.72,1,0
P2001-2026-03-20,P2001,2026-03-20,40.37,12,484.47,1,0
P2001-2026-03-21,P2001,2026-03-21,40.37,11,444.09,0,0
P2001-2026-03-22,P2001,2026-03-22,40.37,12,484.47,1,0
P2001-2026-03-23,P2001,2026-03-23,40.37,11,444.09,0,0
P2001-2026-03-24,P2001,2026-03-24,40.37,11,444.09,1,0
P2001-2026-03-25,P2001,2026-03-25,40.37,11,444.09,1,0
P2001-2026-03-26,P2001,2026-03-26,40.37,11,444.09,0,0
P2001-2026-03-27,P2001,2026-03-27,40.37,11,444.09,0,0
P2001-2026-03-28,P2001,2026-03-28,40.37,13,524.84,1,0
P2001-2026-03-29,P2001,2026-03-29,40.37,13,524.84,1,0
P2001-2026-03-30,P2001,2026-03-30,40.37,12,484.47,1,0
P2001-2026-03-31,P2001,2026-03-31,40.37,11,444.09,0,0
P2001-2026-04-01,P2001,2026-04-01,39.55,14,553.73,1,0
P2001-2026-04-02,P2001,2026-04-02,39.55,10,395.52,0,0
P2001-2026-04-03,P2001,2026-04-03,39.55,11,435.07,0,0
P2001-2026-04-04,P2001,2026-04-04,39.55,11,435.07,0,0
P2001-2026-04-05,P2001,2026-04-05,39.55,11,435.07,1,0
P2001-2026-04-06,P2001,2026-04-06,39.55,12,474.62,0,0
P2001-2026-04-07,P2001,2026-04-07,39.55,12,474.62,0,0
P2001-2026-04-08,P2001,2026-04-08,39.55,12,474.62,1,0
P2001-2026-04-09,P2001,2026-04-09,39.55,12,474.62,1,0
P2001-2026-04-10,P2001,2026-04-10,39.55,14,553.73,1,0
P2001-2026-04-11,P2001,2026-04-11,39.55,14,553.73,1,0
P2001-2026-04-12,P2001,2026-04-12,39.55,11,435.07,1,0
P2001-2026-04-13,P2001,2026-04-13,39.55,13,514.17,1,0
P2001-2026-04-14,P2001,2026-04-14,39.55,12,474.62,1,0
P2001-2026-04-15,P2001,2026-04-15,39.55,13,514.17,1,0
P2001-2026-04-16,P2001,2026-04-16,39.55,12,474.62,0,0
P2001-2026-04-17,P2001,2026-04-17,39.55,14,553.73,1,0
P2001-2026-04-18,P2001,2026-04-18,39.55,13,514.17,1,0
P2001-2026-04-19,P2001,2026-04-19,39.55,11,435.07,0,0
P2001-2026-04-20,P2001,2026-04-20,39.55,11,435.07,0,0
P2001-2026-04-21,P2001,2026-04-21,39.55,10,395.52,0,0
P2001-2026-04-22,P2001,2026-04-22,39.55,12,474.62,1,0
P2001-2026-04-23,P2001,2026-04-23,39.55,11,435.07,1,0
P2001-2026-04-24,P2001,2026-04-24,39.55,13,514.17,1,0
P2001-2026-04-25,P2001,2026-04-25,39.55,15,593.28,1,0
P2001-2026-04-26,P2001,2026-04-26,39.55,13,514.17,1,0
P2001-2026-04-27,P2001,2026-04-27,39.55,12,474.62,1,0
P2001-2026-04-28,P2001,2026-04-28,39.55,13,514.17,1,0
P2001-2026-04-29,P2001,2026-04-29,39.55,11,435.07,1,0
P2001-2026-04-30,P2001,2026-04-30,39.55,14,553.73,1,0
P2002-2025-05-01,P2002,2025-05-01,35.11,9,316.01,0,0
P2002-2025-05-02,P2002,2025-05-02,35.11,10,351.12,0,0
P2002-2025-05-03,P2002,2025-05-03,35.11,11,386.24,0,0
P2002-2025-05-04,P2002,2025-05-04,35.11,10,351.12,0,0
P2002-2025-05-05,P2002,2025-05-05,35.11,10,351.12,0,0
P2002-2025-05-06,P2002,2025-05-06,35.11,11,386.24,0,0
P2002-2025-05-07,P2002,2025-05-07,35.11,10,351.12,0,0
P2002-2025-05-08,P2002,2025-05-08,35.11,10,351.12,0,0
P2002-2025-05-09,P2002,2025-05-09,35.11,10,351.12,0,0
P2002-2025-05-10,P2002,2025-05-10,35.11,10,351.12,0,0
P2002-2025-05-11,P2002,2025-05-11,35.11,11,386.24,0,0
P2002-2025-05-12,P2002,2025-05-12,35.11,8,280.9,0,0
P2002-2025-05-13,P2002,2025-05-13,35.11,8,280.9,0,0
P2002-2025-05-14,P2002,2025-05-14,35.11,11,386.24,0,0
P2002-2025-05-15,P2002,2025-05-15,35.11,10,351.12,0,0
P2002-2025-05-16,P2002,2025-05-16,35.11,10,351.12,0,0
P2002-2025-05-17,P2002,2025-05-17,35.11,10,351.12,0,0
P2002-2025-05-18,P2002,2025-05-18,35.11,11,386.24,0,0
P2002-2025-05-19,P2002,2025-05-19,35.11,9,316.01,0,0
P2002-2025-05-20,P2002,2025-05-20,35.11,8,280.9,0,0
P2002-2025-05-21,P2002,2025-05-21,35.11,10,351.12,0,0
P2002-2025-05-22,P2002,2025-05-22,35.11,9,316.01,0,0
P2002-2025-05-23,P2002,2025-05-23,35.11,12,421.35,0,0
P2002-2025-05-24,P2002,2025-05-24,35.11,10,351.12,0,0
P2002-2025-05-25,P2002,2025-05-25,35.11,9,316.01,0,0
P2002-2025-05-26,P2002,2025-05-26,35.11,10,351.12,0,0
P2002-2025-05-27,P2002,2025-05-27,35.11,10,351.12,0,0
P2002-2025-05-28,P2002,2025-05-28,35.11,9,316.01,0,0
P2002-2025-05-29,P2002,2025-05-29,35.11,9,316.01,0,0
